,sponsor,sponsor_experience,offering,offering_city,offering_state,property_type,investment_structure,investment_profile,targeted_investor_irr_pct,targeted_investor_equity_multiple,targeted_avg_annual_cash_yield_pct,targeted_distribution_period,targeted_investment_period_years,targeted_first_distribution_date,preferred_return_pct,minimum_investment_dollars,loan_to_cost_pct,investor_accreditation,1031_exchange,opportunity_zone,date_funds_due,date_closed,offering_status,first_distribution_period_end_date,first_distribution_payment_date,last_distribution_period_end_date,last_distribution_payment_date,last_tax_document_date,realized_investor_equity_multiple,realized_avg_annual_cash_yield_pct
19,gwr equities,seasoned,trails at city park,houston,tx,multifamily,equity,value add,15.2,2.5,7.0,Monthly,7.0,,9.0,25000,74.5,accredited investors only,no,no,2019-11-08,2019-11-05,funding,,,,,,,
